SHEET_TYPE_TEXT,Max Num Of Chars,Dead Text,Hash Codes,,Languages,,,,,,,,,,,,,Output For All Levels,HT_File_Map_ab_cana,HT_File_Map_ab_cncl,HT_File_Map_ab_cin1,HT_File_Map_ab_cin2,HT_File_Map_ab_musm,HT_File_Map_ab_nrth,HT_File_Map_ab_sewr,HT_File_Map_ab_shop,HT_File_Map_ab_sth,HT_File_Map_ak_du6,HT_File_Map_hl_cp,HT_File_Map_hl_da2,HT_File_Map_hl_da3,HT_File_Map_hl_dng,HT_File_Map_hl_ext,HT_File_Map_hl_ws1,HT_File_Map_hl_ws2,HT_File_Map_hl_ws3,HT_File_Map_hl_rm1,HT_File_Map_lu_pala,HT_File_Map_lu_pyra,HT_File_Map_MG_Simon,HT_File_Map_mg_pairs,HT_File_Map_mg_shoot,HT_File_Map_mg_walls,HT_File_Map_mu_cast,HT_File_mum_eye,HT_File_mum_eyei,HT_File_mum_gebq,HT_File_Map_mu_htrn,HT_File_Map_mu_imp2,HT_File_mum_inch,HT_File_mum_jail,HT_File_mum_ldge,HT_File_mum_pala,HT_File_Map_mu_roto,HT_File_mum_sewr,HT_File_mum_towr,HT_File_mum_trch,HT_File_mum_trei,HT_File_mum_udng,HT_File_mum_well,HT_File_urk_4pat,HT_File_Map_ur_cast,HT_File_Map_ur_intr,HT_File_FrontEnd,HT_File_DemoMap,HT_File_Monster_Test,HT_File_Mummy_Test,HT_File_Map_cas_lowr,HT_File_BOSTest,,Game Data,,,Sound Information,,,
,,,HT_Text_MG_WallDodge_Succeed_HighScore3,,"That was okay - you completed it in a time of <FC 0,128,0><SO HT_Objective_WallDodge_Time> seconds<END FC>. But you could improve...<P>Your fastest time is <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_3> seconds<END FC>.<E>","That was okay - you completed it in a time of <FC 0,128,0><SO HT_Objective_WallDodge_Time> seconds<END FC>. But you could improve...<P>Your fastest time is <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_3> seconds<END FC>.<E>","Das war okay – du hast es in <FC 0,128,0><SO HT_Objective_WallDodge_Time> Sekunden<END FC> geschafft. Aber das geht bestimmt noch besser...<P>Deine Bestzeit ist <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_3> Sekunden<END FC>.<E>","C'est bien: tu as réussi en <FC 0,128,0><SO HT_Objective_WallDodge_Time> secondes<END FC>. Mais tu peux améliorer te score...<P>Ton record est de <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_3> secondes<END FC>.<E>","Ha estado bien. Lo has conseguido en <FC 0,128,0><SO HT_Objective_WallDodge_Time> segundos<END FC>, pero podrías mejorarlo.<P>Tu mejor tiempo es <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_3> segundos<END FC>.<E>","Bene - sei arrivato al termine in <FC 0,128,0><SO HT_Objective_WallDodge_Time> secondi<END FC>. Ma potresti migliorare...<P>Il tuo tempo migliore è <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_3> secondi<END FC>.<E>","괜찮았다 - <FC 0,128,0><SO HT_Objective_WallDodge_Time> 초<END FC>에 완료했다. 다음엔 향상시킬 수 있겠군...<P>최고 시간은 <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_3> 초<END FC>다.<E>","**That was okay - you completed it in a time of <FC 0,128,0><SO HT_Objective_WallDodge_Time> seconds<END FC>. But you could improve...<P>Your fastest time is <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_3> seconds<END FC>.<E>*","That was okay - you completed it in a time of <FC 0,128,0><SO HT_Objective_WallDodge_Time> seconds<END FC>. But you could improve...<P>Your fastest time is <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_3> seconds<END FC>.<E>","Tas bija labi - tu pabeidzi izaicinājumu <FC 0,128,0><SO HT_Objective_WallDodge_Time> sekundēs<END FC>. Bet tu vari būt labāks...<P>Tavs ātrākais laiks ir <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_3> sekundes<END FC>.<E>","Dá pro gasto - você completou o percurso em <FC 0,128,0><SO HT_Objective_WallDodge_Time> segundos<END FC>. Mas você poderia melhorar...<P>Seu tempo mais rápido é de <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_3> segundos<END FC>.<E>",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_MG_WallDodge_HighScores,,"<DP><DHP><END TT><CNTR>Gauntlet 1: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_1><END FC><N>Gauntlet 2: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_2><END FC><N>Gauntlet 3: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_3><END FC><E>","<DP><DHP><END TT><CNTR>Gauntlet 1: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_1><END FC><N>Gauntlet 2: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_2><END FC><N>Gauntlet 3: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_3><END FC><E>","<DP><DHP><END TT><CNTR>Herausforderung 1: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_1><END FC><N>Herausforderung 2: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_2><END FC><N>Herausforderung 3: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_3><END FC><E>","<DP><DHP><END TT><CNTR>Défi 1: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_1><END FC><N>Défi 2: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_2><END FC><N>Défi 3: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_3><END FC><E>","<DP><DHP><END TT><CNTR>Reto 1: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_1><END FC><N>Reto 2: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_2><END FC><N>Reto 3: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_3><END FC><E>","<DP><DHP><END TT><CNTR>Sfida 1: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_1><END FC><N>Sfida 2: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_2><END FC><N>Sfida 3: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_3><END FC><E>","<DP><DHP><END TT><CNTR>시련 1: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_1><END FC><N>시련 2: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_2><END FC><N>시련 3: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_3><END FC><E>","**<DP><DHP><END TT><CNTR>Gauntlet 1: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_1><END FC><N>Gauntlet 2: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_2><END FC><N>Gauntlet 3: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_3><END FC><E>*","<DP><DHP><END TT><CNTR>Gauntlet 1: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_1><END FC><N>Gauntlet 2: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_2><END FC><N>Gauntlet 3: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_3><END FC><E>","<DP><DHP><END TT><CNTR>1 Izaicinājums: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_1><END FC><N>2 Izaicinājums: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_2><END FC><N>3 Izaicinājums: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_3><END FC><E>","<DP><DHP><END TT><CNTR>Percurso 1: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_1><END FC><N>Percurso 2: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_2><END FC><N>Percurso 3: <FC 0,128,0><SO HT_Objective_WallDodge_HighScore_3><END FC><E>",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_MG_WallDodge_Test,,"Welcome to the <FC 128,64,0>Corridor of Champions<END FC>.<P>Here, true heroes can test their abilities. Do you want to pit yourself against our gauntlet?<N>  <B 1> Yes<N>  <B 2> No<E>  ","Welcome to the <FC 128,64,0>Corridor of Champions<END FC>.<P>Here, true heroes can test their abilities. Do you want to pit yourself against our gauntlet?<N>  <B 1> Yes<N>  <B 2> No<E>  ","Willkommen beim <FC 128,64,0>Korridor der Sieger<END FC>.<P>Hier können wahre Helden ihre Talente zeigen. Möchtest du die Herausforderung annehmen?<N>  <B 1> Ja<N>  <B 2> Nein<E>  ","Bienvenue dans le <FC 128,64,0>Corridor des Champions<END FC>!<P>C'est ici que les grands héros testent leurs aptitudes. Veux-tu relever notre défi?<N>  <B 1> Oui<N>  <B 2> Non<E>  ","Bienvenido al <FC 128,64,0>Pasaje de los Campeones<END FC>.<P>Aquí prueban sus habilidades los auténticos héroes. ¿Quieres enfrentarte a nuestro reto?<N>  <B 1> Sí<N>  <B 2> No<E>  ","Benvenuto nella <FC 128,64,0>Galleria dei Campioni<END FC>.<P>Qui i veri eroi possono mettere alla prova le loro capacità. Vuoi misurarti con la nostra sfida?<N>  <B 1> Sì<N>  <B 2> No<E>  ","<FC 128,64,0>승자의 회랑<END FC>에 온 것을 환영한다.<P>여기서는 진정한 승자만이 자신의 능력을 시험할 수 있다. 우리의 시련에 대항하여 겨뤄보겠나?<N>  <B 1> 예<N>  <B 2> 아니오<E>","**Welcome to the <FC 128,64,0>Corridor of Champions<END FC>.<P>Here, true heroes can test their abilities. Do you want to pit yourself against our gauntlet?<N>  <B 1> Yes<N>  <B 2> No<E>  *","Welcome to the <FC 128,64,0>Corridor of Champions<END FC>.<P>Here, true heroes can test their abilities. Do you want to pit yourself against our gauntlet?<N>  <B 1> Yes<N>  <B 2> No<E>  ","Esi sveicināts <FC 128,64,0>Čempionu Koridorā<END FC>.<P>Šeit īsti varoņi spēj pārbaudīt savas spējas. Vai tu vēlies stāties pretī manam izaicinājumam?<N>  <B 1> Jā<N>  <B 2> Nē<E>  ","Bem-vindo ao <FC 128,64,0>Corredor dos Campeões<END FC>.<P>Aqui, verdadeiros heróis podem testar suas habilidades. Você quer encarar o nosso percurso?<N>  <B 1> Sim<N>  <B 2> Não<E>  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_MG_WallDodge_TestYes,,"A brave and noble choice! However, before you can proceed, you must complete a small test.<E>","A brave and noble choice! However, before you can proceed, you must complete a small test.<E>","Eine mutige und ehrenvolle Entscheidung! Bevor du weitermachst, musst du jedoch eine kleine Prüfung bestehen.<E>","C'est un choix noble et courageux! Mais avant de te lancer, tu dois effectuer un test.<E>","¡Una decisión muy valiente! Pero antes de continuar, debes pasar una pequeña prueba.<E>","Una scelta nobile e audace! Tuttavia, prima di continuare devi completare un piccolo test.<E>","용감하고 훌륭한 선택이다! 그러나, 진행하기 전에 작은 시험을 통과해야만 한다.<E>","**A brave and noble choice! However, before you can proceed, you must complete a small test.<E>*","A brave and noble choice! However, before you can proceed, you must complete a small test.<E>","Drosmīga un cēla izvēle! Bet, pirms tu vari doties uz izaicinājumu, tev vajag izpildīt mazu pārbaudījumu.<E>","Uma nobre e valente escolha! Porém, antes que prossiga, você precisa completar um pequeno teste.<E>",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_MG_WallDodge_TestYesPearl,,"Return that <FC 0,128,0>Diamond<END FC> behind the fence to me within <FC 0,128,0>20 seconds<END FC>, and you will have proven yourself capable of the gauntlet.<E>","Return that <FC 0,128,0>Diamond<END FC> behind the fence to me within <FC 0,128,0>20 seconds<END FC>, and you will have proven yourself capable of the gauntlet.<E>","Hol mir diesen <FC 0,128,0>Diamanten<END FC> innerhalb von <FC 0,128,0>20 Sekunden<END FC> hinter dem Zaun hervor, um dich der Herausforderung als würdig zu erweisen.<E>","Apporte-moi le <FC 0,128,0>Diamant<END FC> placé derrière la barrière en moins de <FC 0,128,0>20 secondes<END FC> pour prouver que tu es à la hauteur du défi.<E>","Tráeme ese <FC 0,128,0>Diamante<END FC> que hay detrás de la valla en <FC 0,128,0>20 segundos<END FC> y demostrarás que eres digno merecedor del reto.<E>","Riportami quel <FC 0,128,0>Diamante<END FC> dietro la recinzione entro <FC 0,128,0>20 secondi<END FC> e ti sarai dimostrato capace della sfida.<E>","울타리 너머 있는 <FC 0,128,0>다이아몬드<END FC>를 <FC 0,128,0>20 초<END FC> 이내에 내게 가져와라, 그러면 시련을 감당할 수 있다는 것을 증명하는 것이다.<E>","**Return that <FC 0,128,0>Diamond<END FC> behind the fence to me within <FC 0,128,0>20 seconds<END FC>, and you will have proven yourself capable of the gauntlet.<E>*","Return that <FC 0,128,0>Diamond<END FC> behind the fence to me within <FC 0,128,0>20 seconds<END FC>, and you will have proven yourself capable of the gauntlet.<E>","Atnes to <FC 0,128,0>Dimantu<END FC> kas ir aiz iežogojuma <FC 0,128,0>20 sekundēs<END FC>, un tu būsi pierādījis ka esi gatavs turpmākajiem izaicinājumiem.<E>","Traga aquele <FC 0,128,0>Diamante<END FC> atrás da grade até mim dentro de <FC 0,128,0>20 segundos<END FC>, e você se provará capaz para o percurso.<E>",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_MG_WallDodge_TestNo,,"Very well, the <FC 128,64,0>Corridor of Champions<END FC> is not for all.<E>","Very well, the <FC 128,64,0>Corridor of Champions<END FC> is not for all.<E>","Nun gut, der <FC 128,64,0>Korridor der Sieger<END FC> ist nichts für jedermann.<E>","Le <FC 128,64,0>Corridor des Champions<END FC> n'est pas accessible à tous.<E>","Parece que el <FC 128,64,0>Pasaje de los Campeones<END FC> no es para cualquiera.<E>","Ottimo, la <FC 128,64,0>Galleria dei Campioni<END FC> non è per tutti.<E>","나쁘지 않군. <FC 128,64,0>승자의 회랑<END FC>은 아무나 시도할 수 있는게 아니거든...<E>","**Very well, the <FC 128,64,0>Corridor of Champions<END FC> is not for all.<E>*","Very well, the <FC 128,64,0>Corridor of Champions<END FC> is not for all.<E>","Ļoti labi, <FC 128,64,0>Čempionu Koridors<END FC> nav priekš visiem.<E>","Muito bem, o <FC 128,64,0>Corredor dos Campeões<END FC> não é para todos.<E>",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_MG_WallDodge_TestComplete,,"Excellent, you have passed the test.<E>","Excellent, you have passed the test.<E>",Hervorragend! Du hast die Prüfung bestanden.<E>,"Bravo, tu as réussi le test!<E>","Excelente, has pasado la prueba.<E>","Eccellente, hai superato il test.<E>","훌륭하다, 시험을 통과했다.<E>","**Excellent, you have passed the test.<E>*","Excellent, you have passed the test.<E>","Lieliski, tu esi nokārtojis pārbaudījumu.<E>","Excelente, você passou no teste.<E>",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_MG_WallDodge_TestFail,,"It is quite clear that you are not ready to face the gauntlet. Return when you have gained the skill to retrieve the <FC 0,128,0>Diamond<END FC>.<E>","It is quite clear that you are not ready to face the gauntlet. Return when you have gained the skill to retrieve the <FC 0,128,0>Diamond<END FC>.<E>","Ganz offensichtlich bist du noch nicht bereit, die Herausforderung anzutreten. Komm wieder, wenn du die Fähigkeit besitzt, den <FC 0,128,0>Diamanten<END FC> zu holen.<E>","Tu es loin d'être prêt à relever le défi! Reviens quand tu seras en mesure de m'apporter le <FC 0,128,0>Diamant<END FC>!<E>","Ha quedado claro que no estás listo para enfrentarte al reto. Vuelve cuando tengas la habilidad de recuperar el <FC 0,128,0>Diamante<END FC>.<E>","È chiaro che non sei pronto per affrontare la sfida. Torna quando avrai acquisito le capacità per recuperare il <FC 0,128,0>Diamante<END FC>.<E>","시련에 맞설 준비가 안 되어있다는 것이 자명하군. <FC 0,128,0>다이아몬드<END FC>를 회수할 수 있는 능력을 얻은 후 돌아오라.<E>","**It is quite clear that you are not ready to face the gauntlet. Return when you have gained the skill to retrieve the <FC 0,128,0>Diamond<END FC>.<E>*","It is quite clear that you are not ready to face the gauntlet. Return when you have gained the skill to retrieve the <FC 0,128,0>Diamond<END FC>.<E>","Tas ir diezgan skaidrs, ka nēesi gatavs stāties pretī izaicinājumiem. Atgriezies kad esi ieguvis prasmi atgūt <FC 0,128,0>Dimantu<END FC>.<E>","Está bem claro para mim que você não está pronto para encarar o percurso. Volte quando tiver ganho a habilidade para recuperar o <FC 0,128,0>Diamante<END FC>.<E>",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_MG_WallDodge_TestInProgress,,You've only got a few seconds left!<E>,You've only got a few seconds left!<E>,Du hast nur noch ein paar Sekunden!<E>,Il ne reste que quelques secondes!<E>,¡Te quedan pocos segundos!<E>,Ti restano solo pochi secondi!<E>,몇 초 밖에 안 남았다!<E>,**You've only got a few seconds left!<E>*,You've only got a few seconds left!<E>,Tev ir atlikušas tikai pāris sekundes!<E>,Você só tem mais alguns segundos!<E>,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_MG_WallDodge_TestGiveUp,,"If you cannot complete the test, you cannot attempt the gauntlet. Come back when you think you can succeed... <E>","If you cannot complete the test, you cannot attempt the gauntlet. Come back when you think you can succeed... <E>","Wenn du die Prüfung nicht bestehst, darfst du die Herausforderung nicht bestreiten. Komme wieder, wenn du glaubst, dass du es schaffen kannst...<E>","Si tu rates le test, tu ne pourras pas relever le défi. Reviens quand tu seras sûr de toi... <E>","Si no superas la prueba, no puedes probar el reto. Vuelve cuando creas que puedes conseguirlo. <E>","Se non riesci a completare il test, non puoi completare la sfida. Torna quando credi di potercela fare... <E>","시험을 완수할 수 없으면, 시련을 시도해 볼 수 없다. 성공할 수 있다고 느낄 때 다시 오게... <E>","**If you cannot complete the test, you cannot attempt the gauntlet. Come back when you think you can succeed... <E>*","If you cannot complete the test, you cannot attempt the gauntlet. Come back when you think you can succeed... <E>","Ja tu nevari izpildīt pārbaudījumu, tu nespēsi izdarīt izaicinājumus. Nāc tad, kad domā, ka esi gatavs... <E>","Se você não consegue completar o teste, não consegue tentar o percurso. Volte quando achar que consegue... <E>",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,HT_Text_MG_WallDodge_HerbTrial,,"Ahh, I see you are looking for <FC 0,128,0>Healing Herbs<END FC>.<P>If you can complete the first wall gauntlet in under 50 seconds, I'll give you a herb.<P>  <B 1> OK<N>  <B 2> Later<E>","Ahh, I see you are looking for <FC 0,128,0>Healing Herbs<END FC>.<P>If you can complete the first wall gauntlet in under 50 seconds, I'll give you a herb.<P>  <B 1> OK<N>  <B 2> Later<E>","Ahh, I see you are looking for <FC 0,128,0>Healing Herbs<END FC>.<P>If you can complete the first wall gauntlet in under 50 seconds, I'll give you a herb.<P>  <B 1> OK<N>  <B 2> Later<E>","Ahh, I see you are looking for <FC 0,128,0>Healing Herbs<END FC>.<P>If you can complete the first wall gauntlet in under 50 seconds, I'll give you a herb.<P>  <B 1> OK<N>  <B 2> Later<E>","Ahh, I see you are looking for <FC 0,128,0>Healing Herbs<END FC>.<P>If you can complete the first wall gauntlet in under 50 seconds, I'll give you a herb.<P>  <B 1> OK<N>  <B 2> Later<E>","Ahh, I see you are looking for <FC 0,128,0>Healing Herbs<END FC>.<P>If you can complete the first wall gauntlet in under 50 seconds, I'll give you a herb.<P>  <B 1> OK<N>  <B 2> Later<E>","Ahh, I see you are looking for <FC 0,128,0>치료 약초<END FC>.<P>If you can complete the first wall gauntlet in under 50 seconds, I'll give you a herb.<P>  <B 1> OK<N>  <B 2> Later<E>","Ahh, I see you are looking for <FC 0,128,0>Healing Herbs<END FC>.<P>If you can complete the first wall gauntlet in under 50 seconds, I'll give you a herb.<P>  <B 1> OK<N>  <B 2> Later<E>","Ahh, I see you are looking for <FC 0,128,0>Healing Herbs<END FC>.<P>If you can complete the first wall gauntlet in under 50 seconds, I'll give you a herb.<P>  <B 1> OK<N>  <B 2> Later<E>","Ahh, I see you are looking for <FC 0,128,0>Healing Herbs<END FC>.<P>If you can complete the first wall gauntlet in under 50 seconds, I'll give you a herb.<P>  <B 1> OK<N>  <B 2> Later<E>","Ahh, I see you are looking for <FC 0,128,0>Healing Herbs<END FC>.<P>If you can complete the first wall gauntlet in under 50 seconds, I'll give you a herb.<P>  <B 1> OK<N>  <B 2> Later<E>",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,HT_Text_MG_WallDodge_WonHerbs,,"Great time! You did it in <SO HT_Objective_WallDodge_Time> seconds, so here's the <FC 0,128,0>Healing Herb<END FC> I promised.<E>","Great time! You did it in <SO HT_Objective_WallDodge_Time> seconds, so here's the <FC 0,128,0>Healing Herb<END FC> I promised.<E>","Great time! You did it in <SO HT_Objective_WallDodge_Time> seconds, so here's the <FC 0,128,0>Healing Herb<END FC> I promised.<E>","Great time! You did it in <SO HT_Objective_WallDodge_Time> seconds, so here's the <FC 0,128,0>Healing Herb<END FC> I promised.<E>","Great time! You did it in <SO HT_Objective_WallDodge_Time> seconds, so here's the <FC 0,128,0>Healing Herb<END FC> I promised.<E>","Great time! You did it in <SO HT_Objective_WallDodge_Time> seconds, so here's the <FC 0,128,0>Healing Herb<END FC> I promised.<E>","Great time! You did it in <SO HT_Objective_WallDodge_Time> seconds, so here's the <FC 0,128,0>치료 약초<END FC> I promised.<E>","Great time! You did it in <SO HT_Objective_WallDodge_Time> seconds, so here's the <FC 0,128,0>Healing Herb<END FC> I promised.<E>","Great time! You did it in <SO HT_Objective_WallDodge_Time> seconds, so here's the <FC 0,128,0>Healing Herb<END FC> I promised.<E>","Great time! You did it in <SO HT_Objective_WallDodge_Time> seconds, so here's the <FC 0,128,0>Healing Herb<END FC> I promised.<E>","Great time! You did it in <SO HT_Objective_WallDodge_Time> seconds, so here's the <FC 0,128,0>Healing Herb<END FC> I promised.<E>",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_MG_WallDodge_NoMoney,,"What are you trying to pull? You don't have 10 <FC 0,128,0>Scarabs<END FC>.<E>","What are you trying to pull? You don't have 10 <FC 0,128,0>Scarabs<END FC>.<E>","Was soll das denn werden? Du hast keine 10 <FC 0,128,0>Skarabäen<END FC>.<E>","Qu'essaies-tu de tirer? Tu n'as pas 10 <FC 0,128,0>Scarabées<END FC>.<E>","¿Qué intentas hacer? No tienes 10 <FC 0,128,0>skarabs<END FC>.<E>","Che cosa stai tentando di ottenere? Non hai 10 <FC 0,128,0>Scarabei<END FC>.<E>","뭘 하려고 하는 거냐? 10 <FC 0,128,0>스캐럽<END FC>이 있어야 한다.<E>","**What are you trying to pull? You don't have 10 <FC 0,128,0>Scarabs<END FC>.<E>*","What are you trying to pull? You don't have 10 <FC 0,128,0>Scarabs<END FC>.<E>","Ko tu te mēģini? Tev nav 10 <FC 0,128,0>Skarabejas<END FC>.<E>","O que você está tentando fazer? Você não tem 10 <FC 0,128,0>Káraves<END FC>.<E>",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_MG_WallDodge_GameComplete,,"You mastered the gauntlet! You are a true champion!<P>Here is the <FC 0,128,0>Medal of Champions<END FC>, awarded only to those who manage to beat the gauntlet.<E>","You mastered the gauntlet! You are a true champion!<P>Here is the <FC 0,128,0>Medal of Champions<END FC>, awarded only to those who manage to beat the gauntlet.<E>","Du hast die Herausforderung bestanden! Du bist ein wahrer Sieger!<P>Hier ist die <FC 0,128,0>Medaille der Sieger<END FC>, die nur diejenigen bekommen, die die Herausforderung bestehen.<E>","Tu as remporté le défi! Tu es un grand champion!<P>Voici la <FC 0,128,0>Médaille des Champions<END FC>, décernée aux seuls vainqueurs du défi.<E>","¡Has superado el reto! ¡Eres todo un campeón!<P>Aquí tienes la <FC 0,128,0>Medalla de los Campeones<END FC>. Solo se entrega a quienes lo superan.<E>","Hai superato la sfida! Sei un vero campione!<P>Ecco la <FC 0,128,0>Medaglia dei Campioni<END FC>, concessa solo ai vincitori.<E>","시련을 완수했군! 진정한 승자다!<P>시련을 극복한 자들에게만 주어지는 <FC 0,128,0>승자의 메달<END FC>을 주도록 하지.<E>","**You mastered the gauntlet! You are a true champion!<P>Here is the <FC 0,128,0>Medal of Champions<END FC>, awarded only to those who manage to beat the gauntlet.<E>*","You mastered the gauntlet! You are a true champion!<P>Here is the <FC 0,128,0>Medal of Champions<END FC>, awarded only to those who manage to beat the gauntlet.<E>","Tu esi pievarējis izaicinājumus! Tu esi īsts čempions!<P>Šeit būs tava, <FC 0,128,0>Čempionu Medaļa<END FC>, kura tiek dāvāta tikai tiem, kuri spēj iziet izaicinājumus.<E>","Você dominou o percurso! Você é um verdadeiro campeão!<P>Aqui está a <FC 0,128,0>Medalha dos Campeões<END FC>, dada apenas àqueles capazes de vencer o percurso.<E>",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
